"序号","代码","名称","最新价","涨跌幅","成交额","今开","市盈率(静)","总市值","流通市值","5日涨跌幅","10日涨跌幅","20日涨跌幅","60日涨跌幅","120日涨跌幅","250日涨跌幅","年初至今涨跌幅","所属行业","昨收","最高","最低"
"9313","IBM","IBM Corp","133.730","-0.64%","402270343","128.010","20.114","114548308705.5","113122471999.42","-1.86%","-2.76%","3.04%","-3.23%","-3.64%","5.76%","-3.28%","信息技术处","128.550","128.780","127.270"
