"序号","代码","名称","最新价","涨跌额","涨跌幅","5分钟涨跌幅","60日涨跌幅","年初至今涨跌幅","买入价","卖出价","买量","卖量","成交量","成交额","今开","昨收","最高","最低","换手率%","涨跌速率%","振幅%","量比","委比","盘前最新价","盘后最新价","盘前涨跌幅","盘后涨跌幅","盘前成交额","盘后成交额","盘前振幅%","盘后振幅%","盘前涨跌额","盘后涨跌额","资产规模","总发行量","5日涨跌幅","10日涨跌幅","20日涨跌幅","120日涨跌幅","250日涨跌幅"
"2520","RXD","ProShares UltraShort Health Care","11.510","-0.084","-0.72%","0.00%","-9.66%","-2.77%","0.000","0.000","0","0","4350","50048","11.580","11.594","11.600","11.400","4.35","0.05","1.73","0.49","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","160.00万","100000","-5.90%","-9.00%","-19.13%","-19.67%","-32.39%"
"2521","SPXL","Direxion每日三倍看多标普500ETF","116.410","-0.850","-0.72%","0.36%","-16.61%","-18.83%","0.000","0.000","0","0","6495311","759452944","116.610","117.260","118.660","115.050","23.88","0.32","3.08","0.95","0.00%","116.730","115.920","-0.45%","-0.42%","4134570.785","4820103.47","2.03","0.63","-0.530","-0.490","31.43亿","27200000","-3.46%","-3.50%","21.05%","-3.30%","22.83%"
"2522","NAPR","INNOVATOR NASDAQ-100 POWER BUFFER ETF - APRIL","38.350","-0.280","-0.72%","-0.08%","-0.72%","-1.07%","0.000","0.000","0","0","14603","561175","38.570","38.630","38.570","38.350","1.04","-0.08","0.57","0.19","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","5520.06万","1400000","-2.04%","-1.46%","4.29%","0.52%","5.18%"
"2523","QMAR","FT CBOE VEST GROWTH-100 BUFFER ETF - MARCH","22.169","-0.162","-0.72%","0.00%","-2.05%","-2.23%","0.000","0.000","0","0","46531","1034890","22.300","22.331","22.305","22.118","2.59","-0.32","0.84","1.06","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","3900.06万","1800000","-2.17%","-1.54%","6.69%","-0.39%","6.51%"
"2524","FIDU","Fidelity MSCI Industrials Inde","51.790","-0.379","-0.73%","-0.02%","-7.04%","-7.56%","0.000","0.000","0","0","78832","4099190","52.110","52.169","52.340","51.740","0.52","0.02","1.15","0.92","0.00%","52.170","0.000","0.00%","0.00%","52.17","0","0.00","0.00","+0.001","0.000","8.05亿","15300000","-3.18%","-4.39%","1.00%","-4.72%","-1.59%"
"2525","HYLV","IQ S&P High Yield Low Volatility Bond ETF","22.807","-0.167","-0.73%","-0.18%","-7.04%","-8.06%","0.000","0.000","0","0","1753","39939","22.920","22.974","22.920","22.800","0.15","0.03","0.52","0.65","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2799.96万","1200000","-1.78%","-1.02%","-1.32%","-7.11%","-5.28%"
"2526","PGAL","Global X富时葡萄牙20指数ETF","11.098","-0.082","-0.73%","0.00%","2.04%","1.68%","0.000","0.000","0","0","326","3623","11.130","11.180","11.130","11.098","0.04","-0.29","0.28","0.08","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","950.04万","900000","0.38%","3.11%","9.23%","-1.66%","0.63%"
"2527","XPH","SPDR标普制药指数ETF","46.100","-0.340","-0.73%","-0.11%","2.88%","0.29%","0.000","0.000","0","0","31805","1473640","46.380","46.440","46.500","45.989","0.72","0.04","1.10","0.25","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2.00亿","4400000","0.28%","1.43%","5.96%","-1.77%","-4.86%"
"2528","VTWO","领航Russell 2000基金","79.900","-0.590","-0.73%","0.06%","-8.12%","-10.90%","0.000","0.000","0","0","1116730","89594262","80.380","80.490","80.810","79.700","1.29","0.08","1.38","0.66","0.00%","80.460","79.880","-0.04%","-0.03%","90431.74","579728.91","0.39","0.11","-0.030","-0.020","69.73亿","86400000","-4.54%","-3.97%","0.89%","-11.55%","-10.41%"
"2529","NJAN","INNOVATOR NASDAQ-100 POWER BUFFER ETF - JANUARY","39.855","-0.295","-0.73%","0.00%","-4.99%","-6.25%","0.000","0.000","0","0","7267","290309","39.920","40.150","40.000","39.855","0.22","-0.09","0.36","1.27","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1.33亿","3300000","-1.79%","-1.46%","4.22%","-4.64%","0.82%"
"2530","UVIX","2X LONG VIX FUTURES ETF","16.170","-0.120","-0.74%","0.06%","5.96%","5.96%","0.000","0.000","0","0","334639","5338049","16.510","16.290","16.870","15.240","111.55","0.30","10.01","0.89","0.00%","16.550","16.180","1.60%","0.06%","45854.05","2426","3.56","0.12","+0.260","+0.010","500.01万","300000","3.36%","5.96%","5.96%","5.96%","5.96%"
"2531","GLRY","INSPIRE FAITHWARD MID CAP MOMENTUM ESG ETF","23.248","-0.173","-0.74%","0.00%","-18.18%","-20.71%","0.000","0.000","0","0","3371","78905","23.570","23.421","23.570","23.248","0.31","-0.55","1.37","1.08","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2519.99万","1100000","-5.61%","-5.49%","-2.02%","-21.52%","-18.39%"
"2532","FDIS","Fidelity MSCI Consumer Discretionary Index ETF","76.580","-0.570","-0.74%","0.02%","-11.13%","-13.10%","0.000","0.000","0","0","93182","7172720","76.720","77.150","77.500","76.230","0.50","0.10","1.65","0.86","0.00%","77.150","0.000","0.00%","0.00%","154.3","0","0.00","0.00","0.000","0.000","14.18亿","18500000","-3.16%","-2.52%","6.60%","-9.32%","-3.77%"
"2533","LQDB","ISHARES BBB RATED CORPORATE BOND ETF","90.833","-0.676","-0.74%","0.00%","-8.41%","-9.89%","0.000","0.000","0","0","53","4820","90.833","91.509","90.833","90.833","0.01","-0.74","0.00","11.52","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","5999.98万","700000","-2.77%","-1.33%","-1.97%","-9.84%","-7.77%"
"2534","MILN","Global X Millennials Thematic ETF","35.565","-0.266","-0.74%","0.00%","-12.51%","-16.48%","0.000","0.000","0","0","12266","437967","35.640","35.830","35.950","35.460","0.27","0.00","1.37","0.34","0.00%","35.000","0.000","-2.32%","0.00%","3989.75","0","0.70","0.00","-0.830","0.000","1.65亿","4600000","-2.70%","-1.65%","6.54%","-20.74%","-15.76%"
"2535","JIGB","JPMorgan Corporate Bond Research Enhanced ETF","48.728","-0.364","-0.74%","0.00%","-8.31%","-10.03%","0.000","0.000","0","0","2136","104294","48.880","49.092","48.880","48.728","0.21","-0.20","0.31","0.68","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","4930.00万","1000000","-2.84%","-1.36%","-1.99%","-10.25%","-8.22%"
"2536","GIGB","Goldman Sachs Access Investment Grade Corporate Bond ETF","48.472","-0.363","-0.74%","0.05%","-8.25%","-9.82%","0.000","0.000","0","0","98483","4771808","48.510","48.835","48.598","48.375","0.68","0.00","0.46","2.12","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","7.07亿","14400000","-2.74%","-1.40%","-1.98%","-9.79%","-7.68%"
"2537","BBSC","JPMORGAN BETABUILDERS U.S. SMALL CAP EQUITY ETF","58.770","-0.440","-0.74%","0.00%","-8.28%","-10.57%","0.000","0.000","0","0","34","2003","58.770","59.210","58.770","58.770","0.00","-0.74","0.00","0.04","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","4.62亿","7800000","-4.54%","-4.13%","0.17%","-11.29%","-9.17%"
"2538","CEFD","ETRACS Monthly Pay 1.5X Leveraged Closed-End Fund Index ETN","27.020","-0.203","-0.74%","-0.06%","-12.79%","-13.13%","0.000","0.000","0","0","5830","158238","27.160","27.222","27.250","27.020","0.58","-0.06","0.85","1.11","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2720.00万","1000000","-2.56%","0.61%","4.20%","-12.32%","-4.50%"
"2539","UBCB","UBC ALGORITHMIC FUNDAMENTALS ETF","22.930","-0.172","-0.74%","0.00%","-6.31%","-8.49%","0.000","0.000","0","0","1","23","22.930","23.102","22.930","22.930","0.00","-0.74","0.00","0.00","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","120.00万","100000","-2.65%","-2.70%","7.46%","-8.70%","-8.70%"
"2540","RHCB","BNY MELLON RESPONSIBLE HORIZONS CORPORATE BOND ETF","49.238","-0.370","-0.75%","0.00%","-1.78%","-1.78%","0.000","0.000","0","0","0","0","49.238","49.607","0.000","0.000","0.00","-0.75","0.00","0.00","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2480.00万","500000","-2.48%","-1.22%","-1.78%","-1.78%","-1.78%"
"2541","EDEN","iShares安硕 MSCI丹麦ETF","101.687","-0.765","-0.75%","-0.47%","-4.62%","-8.57%","0.000","0.000","0","0","1468","149648","101.580","102.452","102.300","101.535","0.09","-0.47","0.75","0.12","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1.63亿","1600000","-0.56%","3.74%","8.99%","-7.70%","2.52%"
"2542","SPBO","SPDR SERIES TRUST Portfolio Corporate Bond ETF","31.205","-0.235","-0.75%","0.24%","-8.29%","-9.78%","0.000","0.000","0","0","43081","1343636","31.190","31.440","31.270","31.130","0.42","0.24","0.45","0.29","0.00%","31.440","0.000","0.00%","0.00%","94.32","0","0.00","0.00","0.000","0.000","3.22亿","10200000","-2.79%","-1.21%","-2.07%","-9.93%","-7.86%"
"2543","VCR","先锋非必需消费品ETF","295.800","-2.230","-0.75%","0.02%","-11.08%","-13.03%","0.000","0.000","0","0","137020","40844842","296.800","298.030","299.395","294.580","0.66","-0.02","1.62","1.67","0.00%","298.030","0.000","0.00%","0.00%","3576.36","0","0.00","0.00","0.000","0.000","61.47亿","20700000","-3.20%","-2.53%","6.62%","-9.24%","-3.70%"
"2544","MBCC","MONARCH BLUE CHIPS CORE ETF","26.190","-0.199","-0.75%","0.00%","-9.44%","-11.98%","0.000","0.000","0","0","2743","72027","26.310","26.389","26.310","26.190","0.23","-0.02","0.46","0.65","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","3080.04万","1200000","-1.62%","-0.11%","8.21%","-10.62%","-0.47%"
"2545","RBND","SPDR BLOOMBERG SASB CORPORATE BOND ESG SELECT ETF","22.128","-0.169","-0.76%","0.00%","-8.25%","-9.82%","0.000","0.000","0","0","619","13687","22.110","22.297","22.128","22.110","0.05","0.08","0.08","0.18","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2570.04万","1200000","-2.81%","-1.39%","-2.17%","-9.71%","-7.62%"
"2546","ESCR","XTRACKERS BLOOMBERG BARCLAYS US INVESTMENT GRADE CORPORATE ESG ETF","19.605","-0.150","-0.76%","0.00%","-8.46%","-9.96%","0.000","0.000","0","0","11","216","19.605","19.755","19.605","19.605","0.00","-0.76","0.00","0.01","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","690.00万","400000","-2.70%","-1.30%","-2.17%","-9.92%","-8.00%"
"2547","LGOV","First Trust Exchange-Traded Fund IV","24.923","-0.191","-0.76%","0.00%","-8.15%","-9.90%","0.000","0.000","0","0","931","23194","24.920","25.114","24.923","24.920","0.08","0.01","0.01","0.20","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","3099.96万","1200000","-3.29%","-1.97%","-5.70%","-8.90%","-6.18%"
"2548","WGRO","WISDOMTREE U.S. GROWTH & MOMENTUM FUND","21.468","-0.165","-0.76%","-0.98%","-15.82%","-21.48%","0.000","0.000","0","0","123","2664","21.680","21.633","21.680","21.468","0.06","-0.98","0.98","0.07","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","390.00万","200000","-5.17%","-6.34%","2.53%","-21.64%","-17.45%"
"2549","IGIB","iShares Intermediate-Term Corporate Bond ETF","53.410","-0.410","-0.76%","-0.23%","-8.00%","-9.34%","0.000","0.000","0","0","1827149","97839815","53.550","53.820","53.670","53.325","0.93","-0.22","0.64","0.70","0.00%","53.820","55.250","0.00%","3.45%","12587.48","756.1","0.37","3.26","0.000","+1.840","106.57亿","196800000","-2.39%","-1.39%","-3.16%","-9.45%","-8.24%"
"2550","CHIQ","中国消费者指数ETF-Global X","19.510","-0.150","-0.76%","0.05%","-25.65%","-24.82%","0.000","0.000","0","0","25887","507112","19.440","19.660","19.740","19.440","0.17","-0.25","1.53","0.41","0.00%","19.700","0.000","0.20%","0.00%","19.7","0","0.00","0.00","+0.040","0.000","3.15亿","15500000","-4.92%","-1.12%","12.64%","-35.95%","-40.93%"
"2551","GRID","First Trust Nasdaq Clean Edge Smart GRID Infrastructure Index","91.130","-0.700","-0.76%","0.10%","-9.81%","-11.12%","0.000","0.000","0","0","40262","3693425","92.100","91.830","92.140","91.030","0.52","0.11","1.21","0.59","0.00%","92.730","0.000","0.98%","0.00%","18729.66","0","0.98","0.00","+0.900","0.000","7.07亿","7700000","-3.83%","-2.16%","5.13%","-6.25%","4.27%"
"2552","EMQQ","EMQQ The Emerging Markets Internet & Ecommerce ETF","32.460","-0.250","-0.76%","-0.09%","-25.58%","-24.34%","0.000","0.000","0","0","123087","4017276","32.610","32.710","32.930","32.380","0.57","0.00","1.68","0.58","0.00%","32.710","0.000","0.00%","0.00%","294.39","0","0.00","0.00","0.000","0.000","7.36亿","21800000","-4.67%","-2.02%","13.38%","-38.59%","-49.24%"
"2553","IBDW","ISHARES IBONDS DEC 2031 TERM CORPORATE ETF","21.990","-0.170","-0.77%","0.00%","-9.29%","-10.98%","0.000","0.000","0","0","6451","142089","22.030","22.160","22.080","21.983","0.40","-0.09","0.44","0.55","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","3560.00万","1600000","-3.10%","-1.72%","-3.59%","-10.55%","-10.66%"
"2554","MOTE","VANECK MORNINGSTAR ESG MOAT ETF","24.141","-0.187","-0.77%","0.00%","-8.90%","-10.95%","0.000","0.000","0","0","0","0","24.328","24.328","0.000","0.000","0.00","-0.77","0.00","0.00","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","180.00万","100000","-2.09%","-1.97%","5.16%","-7.60%","-5.22%"
"2555","SPRX","SPEAR ALPHA ETF","19.340","-0.150","-0.77%","0.00%","-9.63%","-11.09%","0.000","0.000","0","0","104","2011","19.340","19.490","19.340","19.340","0.04","0.00","0.00","0.07","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","530.01万","300000","-4.64%","-3.15%","12.13%","-6.71%","-2.96%"
"2556","CSA","Victory CEMP US Small Cap Volatility Weighted Index ETF","62.184","-0.486","-0.77%","0.00%","-8.81%","-9.54%","0.000","0.000","0","0","468","29199","62.250","62.670","62.780","62.184","0.12","-0.95","0.95","2.15","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2500.00万","400000","-3.85%","-4.55%","-2.32%","-5.40%","-1.80%"
"2557","IQSU","IQ CANDRIAM ESG US EQUITY ETF","38.500","-0.300","-0.77%","0.00%","-5.34%","-7.24%","0.000","0.000","0","0","351","13553","38.610","38.800","38.610","38.500","0.00","-0.26","0.29","0.18","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","4.74亿","12300000","-1.54%","-1.02%","7.21%","-0.18%","10.80%"
"2558","LGH","NORTHERN LIGHTS FUND TRUST III HCM DEFENDER 500 INDEX ETF","40.840","-0.320","-0.78%","-0.32%","-10.56%","-11.58%","0.000","0.000","0","0","64097","2634112","41.300","41.160","41.550","40.770","0.77","-0.32","1.90","1.45","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","3.39亿","8300000","-1.87%","-1.61%","2.30%","-3.57%","8.88%"
"2559","ANEW","PROSHARES MSCI TRANSFORMATIONAL CHANGES ETF","39.266","-0.308","-0.78%","0.00%","-10.07%","-12.84%","0.000","0.000","0","0","1333","52695","39.300","39.574","39.595","39.266","0.15","-0.79","0.83","4.70","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","3359.97万","900000","-2.50%","-0.75%","8.68%","-14.48%","-11.36%"
"2560","PGF","Invesco优先金融股指数ETF","16.370","-0.130","-0.79%","-0.06%","-10.99%","-11.93%","0.000","0.000","0","0","570896","9373950","16.450","16.500","16.510","16.360","0.65","0.06","0.91","1.26","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","14.44亿","87700000","-3.08%","-0.55%","-1.68%","-11.63%","-9.64%"
"2561","LQD","债券指数ETF-iShares iBoxx投资级公司债","117.200","-0.930","-0.79%","0.03%","-9.23%","-11.02%","0.000","0.000","0","0","16072828","1883959410","117.250","118.130","117.560","116.850","5.96","0.04","0.60","0.75","0.00%","117.340","117.200","-0.67%","0.00%","134736.9","33286205.23","0.67","0.35","-0.790","0.000","319.83亿","269600000","-3.21%","-1.53%","-2.27%","-10.91%","-8.56%"
"2562","EZJ","ProShares Ultra MSCI Japan","35.558","-0.283","-0.79%","0.11%","-24.28%","-22.27%","0.000","0.000","0","0","1708","60743","35.520","35.841","35.620","35.520","0.85","-0.18","0.28","0.86","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","720.00万","200000","-7.51%","-9.88%","2.82%","-24.55%","-26.95%"
"2563","VEGN","ETF SERIES SOLUTIONS US VEGAN CLIMATE ETF","38.773","-0.311","-0.80%","0.01%","-8.36%","-10.39%","0.000","0.000","0","0","1998","77544","39.100","39.084","39.100","38.740","0.11","0.01","0.92","0.54","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","7319.94万","1900000","-3.00%","-2.36%","6.23%","-6.03%","3.07%"
"2564","TMFG","MOTLEY FOOL GLOBAL OPPORTUNITIES ETF","28.630","-0.230","-0.80%","-0.69%","-7.50%","-10.75%","0.000","0.000","0","0","52408","1508960","28.610","28.860","28.880","28.610","0.28","-0.10","0.94","1.82","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","5.40亿","18700000","-2.29%","0.32%","8.41%","-9.05%","-9.05%"
"2565","IWM","iShares罗素2000指数ETF","197.870","-1.590","-0.80%","-0.01%","-8.21%","-10.87%","0.000","0.000","0","0","25249579","5023513143","199.220","199.460","200.310","197.500","8.41","0.03","1.41","0.90","0.00%","199.140","198.170","-0.16%","0.15%","21578380.729","282681679.705","0.62","4.09","-0.320","+0.300","601.07亿","300300000","-4.67%","-4.00%","0.78%","-11.63%","-10.55%"
"2566","IG","Principal Exchange-Traded Funds","23.368","-0.188","-0.80%","0.00%","-9.07%","-10.49%","0.000","0.000","0","0","1838","42999","23.420","23.556","23.420","23.368","0.01","-0.09","0.22","0.04","0.00%","23.420","0.000","-0.58%","0.00%","46.84","0","0.00","0.00","-0.136","0.000","4.11亿","17200000","-2.90%","-1.32%","-2.15%","-10.41%","-7.79%"
"2567","CNCR","Loncar癌症免疫疗法ETF基金","18.600","-0.150","-0.80%","0.00%","-13.81%","-21.85%","0.000","0.000","0","0","1203","22405","18.650","18.750","18.650","18.570","0.08","0.00","0.43","0.43","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2749.95万","1500000","3.33%","3.10%","5.69%","-30.06%","-31.21%"
"2568","PFUT","PUTNAM SUSTAINABLE FUTURE ETF","21.042","-0.170","-0.80%","0.00%","-10.96%","-16.70%","0.000","0.000","0","0","63","1335","21.042","21.211","21.042","21.042","0.02","-0.80","0.00","0.11","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","790.00万","400000","-3.01%","-0.60%","7.40%","-22.65%","-16.20%"
"2569","JHCB","JOHN HANCOCK CORPORATE BOND ETF","22.665","-0.183","-0.80%","0.00%","-8.47%","-10.06%","0.000","0.000","0","0","11051","251346","22.714","22.848","22.750","22.665","1.23","-0.37","0.37","64.47","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1940.04万","900000","-2.61%","-1.17%","-2.19%","-9.83%","-7.76%"
"2570","BSCU","Invesco BulletShares 2030 Corporate Bond ETF","17.300","-0.140","-0.80%","-0.20%","-8.72%","-10.14%","0.000","0.000","0","0","21657","375504","17.460","17.440","17.460","17.290","0.49","-0.06","0.98","0.93","0.00%","17.460","0.000","0.11%","0.00%","1780.92","0","0.00","0.00","+0.020","0.000","7740.04万","4400000","-2.92%","-1.54%","-3.42%","-10.03%","-8.56%"
"2571","UPAR","UPAR ULTRA RISK PARITY ETF","17.915","-0.145","-0.80%","0.00%","-9.93%","-10.73%","0.000","0.000","0","0","3379","60621","17.960","18.060","18.000","17.915","0.23","-0.08","0.47","0.45","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2740.05万","1500000","-4.33%","-4.36%","-4.33%","-10.73%","-10.73%"
"2572","NJUL","INNOVATOR NASDAQ-100 POWER BUFFER ETF - JULY","46.512","-0.378","-0.81%","0.00%","-2.90%","-3.43%","0.000","0.000","0","0","675","31478","46.580","46.890","46.710","46.512","0.06","-0.36","0.42","0.05","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","5280.00万","1100000","-1.46%","-1.23%","3.91%","-1.38%","1.71%"
"2573","AQGX","AI QUALITY GROWTH ETF","14.185","-0.115","-0.81%","0.00%","-12.10%","-17.19%","0.000","0.000","0","0","272","3877","14.185","14.300","14.185","14.185","0.01","-0.81","0.00","0.01","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","5299.88万","3700000","-1.64%","-0.89%","6.32%","-16.26%","-16.26%"
"2574","JSMD","Janus Small/Mid Cap Growth Alpha ETF","58.870","-0.480","-0.81%","-0.35%","-9.13%","-13.11%","0.000","0.000","0","0","4792","284166","59.110","59.350","59.675","58.870","0.18","-0.35","1.36","0.45","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1.65亿","2700000","-3.82%","-3.28%","2.64%","-11.05%","-13.90%"
"2575","BNE","BLUE HORIZON BNE ETF","26.532","-0.216","-0.81%","0.00%","-5.94%","-7.55%","0.000","0.000","0","0","772","20690","26.890","26.749","26.890","26.532","0.26","-0.76","1.34","2.17","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","830.01万","300000","-3.70%","-1.46%","5.51%","-9.23%","-7.21%"
"2576","EATZ","ADVISORSHARES RESTAURANT ETF","20.670","-0.169","-0.81%","-0.10%","-9.42%","-12.11%","0.000","0.000","0","0","210","4346","20.690","20.839","20.690","20.670","0.11","-0.10","0.10","0.16","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","330.00万","200000","-5.14%","-3.32%","-0.21%","-10.91%","-16.42%"
